Age,Experience,Skill,RushFactor,WorkStart,WorkDuration,WorkEnd,HomeLat,HomeLng,WorkLat,WorkLng,Distance,ToWork,ToHome
32,11,0.966,0.694,8,12,20,59.8360,30.5018,59.9504,30.3712,14.666,16.407,16.906
68,35,1.032,0.547,14,8,22,60.0014,30.3545,59.8339,30.2219,20.031,25.374,26.135
77,28,0.725,0.665,18,4,22,60.0247,30.6372,60.0400,30.3260,17.368,26.500,30.945
20,1,0.643,3.021,12,10,22,59.8547,30.2380,60.0109,30.3571,18.597,21.778,22.090
35,12,1.301,1.469,7,8,15,59.8729,30.4387,59.9985,30.3717,14.457,25.985,18.611
70,36,1.742,0.807,8,8,16,59.8406,30.4905,59.9226,30.2835,14.716,30.946,27.852
70,47,0.854,0.645,9,7,16,60.0122,30.2456,59.9236,30.3731,12.140,15.009,14.519
38,14,1.082,0.710,9,9,18,59.8495,30.1827,60.0285,30.4166,23.789,27.682,28.026
82,39,1.325,0.841,10,8,18,59.7416,30.5903,59.8483,30.3885,16.379,19.864,19.649
33,11,1.100,0.830,10,10,20,59.9064,29.7655,59.8499,30.3039,30.694,44.515,43.454
19,1,0.554,1.987,8,10,18,59.8708,30.4037,60.0073,30.2655,17.014,21.517,21.014
64,34,1.744,0.937,8,7,15,59.8327,30.3134,59.9651,30.3152,14.723,18.740,16.873
55,29,1.046,0.941,11,9,20,59.9149,30.4804,60.0357,30.4198,13.847,23.407,23.506
33,10,1.234,0.906,12,9,21,59.9144,30.4972,59.9416,30.2750,12.744,15.202,15.929
42,21,0.963,0.791,11,5,16,60.0315,30.3238,59.9224,30.3623,12.321,14.317,13.525
63,34,1.114,0.957,10,7,17,59.9379,30.4926,59.9687,30.2855,12.030,15.460,15.473
68,33,0.926,0.605,11,10,21,60.0449,30.4169,59.9323,30.3469,13.120,15.245,15.300
55,24,1.240,1.076,9,7,16,59.8278,30.2268,59.9502,30.2973,14.169,16.705,18.664
40,17,1.344,1.125,8,8,16,59.8743,30.3802,59.9952,30.3298,13.727,16.257,17.009
30,8,1.045,0.946,7,9,16,59.9462,30.3607,60.0070,30.1222,14.890,17.540,17.886
33,10,0.234,1.354,11,6,17,60.0098,30.2565,59.8549,30.3303,17.709,20.874,21.308
47,23,1.035,0.967,9,10,19,59.8575,30.1818,59.9988,30.2582,16.274,24.893,24.700
36,13,1.036,1.155,9,7,16,59.9066,30.2490,59.9320,30.3763,7.634,9.144,8.928
41,20,1.399,0.978,8,8,16,59.9403,30.4828,60.0530,30.3616,14.227,24.280,23.639
47,19,1.545,0.924,11,6,17,59.9351,30.2471,60.0589,30.3677,15.314,19.704,20.290
35,11,0.705,1.137,15,9,0,59.8564,30.3849,59.9888,30.2977,15.500,18.336,17.893
27,5,1.038,1.621,9,10,19,60.0169,30.2303,59.9847,30.2691,4.182,5.181,5.163
51,21,1.543,1.241,8,8,16,60.0441,30.3483,59.9487,30.5832,16.826,24.004,23.229
49,23,1.216,0.786,15,10,1,59.8367,30.4038,60.1081,30.4957,30.608,43.221,43.169
37,14,1.580,0.681,8,9,17,60.0147,30.3218,60.0012,30.3894,4.049,4.959,5.297
34,9,1.096,0.964,10,9,19,59.7449,30.4842,59.8846,30.3624,16.960,22.232,21.700
28,5,1.020,1.493,10,8,18,59.8568,30.3051,59.7871,30.1461,11.787,15.369,15.235
50,27,0.678,0.838,8,8,16,59.7339,30.6111,60.0229,30.3255,35.869,50.749,52.662
51,23,1.141,0.568,9,12,21,59.7384,30.5816,59.8517,30.3546,17.893,24.145,22.451
20,2,0.710,2.298,9,8,17,59.7248,30.4161,59.8982,30.4200,19.282,26.112,26.082
33,9,1.188,1.318,10,8,18,59.9381,30.4910,59.9414,30.2812,11.690,14.417,14.007
48,23,1.219,0.785,16,8,0,60.1802,30.3256,59.9629,30.4645,25.364,32.371,31.381
58,28,1.349,0.986,11,5,16,60.0380,30.3948,59.9363,30.3608,11.470,13.621,14.133
40,16,1.374,0.921,7,8,15,60.0535,30.3505,59.9515,30.2942,11.766,13.722,13.595
23,3,0.955,1.959,8,6,14,59.8346,30.1810,59.8542,30.3594,10.201,11.638,11.150
45,22,0.942,1.198,16,10,2,59.8504,30.3142,59.9955,30.4302,17.380,22.354,20.428
29,7,0.939,1.323,9,8,17,59.8588,30.3051,59.9309,30.3556,8.496,9.497,9.694
34,10,1.510,0.989,9,9,18,60.0477,30.3277,59.9289,30.2458,13.972,17.154,16.629
37,15,1.174,0.772,10,4,14,59.8534,30.2991,59.9942,30.4322,17.326,23.563,21.446
27,6,0.954,1.520,10,10,20,59.8604,30.1941,59.9845,30.2662,14.377,22.479,22.121
44,18,0.801,0.961,7,7,14,59.8601,30.2403,59.9972,30.3359,16.148,19.086,19.797
36,12,1.231,1.311,12,7,19,59.7294,30.4135,59.9471,30.3042,24.966,31.693,32.452
57,28,1.367,0.496,9,11,20,59.8312,30.2097,59.9407,30.3527,14.556,19.345,18.773
32,10,0.774,1.518,15,5,20,60.0452,30.3207,59.9213,30.4736,16.190,28.858,19.399
36,14,1.394,0.721,8,11,19,59.8499,30.2582,59.9716,30.3669,14.824,17.658,17.942
48,25,0.973,0.943,9,8,17,59.8551,30.2244,59.9700,30.2911,13.304,16.682,16.228
36,13,1.136,1.129,9,12,21,59.9988,30.2160,59.8945,30.3593,14.075,20.822,19.664
54,33,1.595,1.134,7,8,15,59.9656,30.3050,59.9227,30.4949,11.598,15.310,15.235
55,32,1.880,1.021,8,8,16,59.8410,30.4892,59.8895,30.3842,7.966,10.338,10.300
53,27,1.422,0.601,11,6,17,60.0182,30.2426,59.9140,30.3262,12.485,15.612,15.386
51,25,1.678,0.691,8,11,19,60.0406,30.3545,60.0688,30.3912,3.738,5.405,4.588
44,20,0.904,1.092,15,10,1,59.9171,30.4570,60.0397,30.3290,15.382,19.306,29.350
28,6,0.834,1.254,7,9,16,59.9739,31.0440,59.9283,30.3866,36.950,45.440,45.819
23,3,0.706,1.299,9,7,16,60.0355,30.2957,59.9381,30.3122,10.876,13.005,13.252
75,34,0.967,0.637,9,8,17,59.8308,30.1728,59.5663,30.1203,29.557,33.454,33.604
68,23,1.288,0.708,7,6,13,60.0315,30.4055,59.9403,30.2828,12.227,15.188,15.018
20,2,0.668,2.827,9,5,14,59.8454,30.3947,59.9135,30.3112,8.890,11.204,11.535
24,3,0.671,1.678,9,8,17,59.8418,30.3804,59.9980,30.3761,17.373,21.133,21.498
33,9,1.291,1.378,9,9,18,60.0559,30.3291,59.9014,30.2771,17.419,20.242,20.489
20,1,0.690,2.833,11,8,19,59.9241,30.4958,60.0014,30.2963,14.045,18.009,18.393
41,16,0.532,1.068,7,7,14,59.9906,30.2012,59.8400,30.1614,16.894,28.900,29.275
59,33,0.837,0.817,10,8,18,59.9419,30.2391,59.8534,30.3321,11.124,15.227,14.953
67,34,1.071,0.667,11,10,21,59.8535,30.2069,59.9215,30.4744,16.725,32.196,32.315
30,7,0.796,1.491,11,10,21,59.8470,30.3933,59.8722,30.3370,4.218,5.916,6.249
74,35,1.317,0.589,9,9,18,59.8362,30.3796,59.9300,30.2456,12.833,17.981,17.995
35,13,1.292,1.122,10,8,18,59.9906,30.1980,59.9343,30.3285,9.585,13.339,13.217
26,4,0.959,1.568,17,6,23,59.9734,30.3907,60.0007,30.3380,4.217,5.914,5.488
27,5,1.184,1.446,8,11,19,59.8820,30.4872,59.9381,30.2911,12.586,15.542,16.030
45,19,1.338,1.276,12,6,18,59.8507,30.3742,59.9991,30.3372,16.633,18.951,19.543
20,1,0.576,2.944,9,8,17,59.8655,30.4472,59.9341,30.2507,13.350,17.318,16.961
53,27,1.604,0.656,11,9,20,59.8677,30.3895,60.0019,30.3457,15.124,18.163,18.996
34,11,1.334,1.187,10,10,20,59.9167,30.4827,60.0214,30.6459,14.762,19.052,19.373
31,10,1.486,1.264,12,7,19,59.9912,29.7838,60.2590,29.5981,31.509,73.298,62.856
49,19,1.655,0.903,9,8,17,59.7489,30.5653,60.0001,30.3409,30.616,44.528,46.323
48,18,1.197,0.770,9,8,17,60.0292,30.3982,59.9360,30.3347,10.948,13.133,13.617
43,18,1.333,0.760,11,7,18,59.7037,30.7918,59.8967,30.4122,30.192,34.701,34.593
82,45,1.760,0.761,9,6,15,59.8793,30.4327,59.8770,29.9242,28.381,44.586,50.790
48,20,1.225,1.044,7,11,18,59.8320,30.4240,59.9362,30.3549,12.209,13.645,14.357
33,11,1.428,0.894,8,9,17,60.0339,30.3774,59.8854,30.2639,17.678,21.979,22.586
44,21,1.192,0.957,14,8,22,59.8381,30.4027,59.9377,30.2600,13.642,17.603,17.347
24,3,0.624,2.089,8,9,17,59.9440,30.4802,59.9365,30.2890,10.681,12.370,12.733
37,14,1.501,1.161,9,7,16,60.0425,30.4128,59.9137,30.5094,15.293,23.390,21.928
42,17,1.523,1.463,10,11,21,60.0497,30.3183,59.9255,30.3193,13.811,16.511,15.756
64,31,0.999,0.617,9,4,13,59.8512,30.0216,59.8518,30.2839,14.649,15.305,23.354
48,25,1.058,1.050,9,9,18,59.8580,30.1731,60.0006,30.2540,16.485,25.798,25.667
36,10,1.257,0.853,10,9,19,59.9315,30.4601,59.8497,30.3006,12.727,17.885,17.775
20,1,0.693,2.196,8,8,16,59.8395,30.4974,59.7197,30.3974,14.456,23.331,21.857
53,23,1.126,1.108,15,7,22,59.9227,30.4473,60.0270,30.3176,13.666,18.204,18.575
37,12,1.361,0.886,8,10,18,59.7726,30.7977,60.0132,30.2786,39.419,55.019,55.515
46,22,1.358,0.768,7,11,18,59.9958,30.2127,59.9640,30.4533,13.841,16.912,16.509
37,13,1.309,1.015,11,6,17,59.9881,30.2973,59.8413,30.2532,16.500,21.892,21.758
46,24,1.172,0.996,10,7,17,59.8298,30.5174,59.9336,30.3570,14.601,16.409,16.592
47,27,1.696,0.720,8,8,16,60.0354,30.3980,59.9448,30.3601,10.294,12.294,12.538
55,38,1.746,1.252,9,5,14,59.9326,30.2486,60.0613,30.3774,16.001,19.840,20.529
25,3,0.906,1.589,8,9,17,59.9846,30.2144,60.0922,30.1851,12.077,20.487,21.375
76,37,1.290,0.723,7,9,16,59.8473,30.1975,59.8711,30.3126,6.947,8.651,8.679
33,11,1.307,0.842,11,10,21,59.9380,30.4902,59.8429,30.2488,17.126,32.389,33.551
40,18,0.924,0.777,9,5,14,59.8318,30.1417,59.9174,30.3090,13.335,15.560,15.780
42,19,1.527,0.691,10,9,19,60.0195,30.3998,59.8529,30.3359,18.864,21.332,22.030
51,27,0.850,1.102,11,6,17,59.8519,30.1909,59.9067,30.2776,7.787,9.380,9.367
67,33,1.152,0.827,7,6,13,59.9546,30.3030,59.8678,30.2676,9.850,12.125,12.146
54,28,1.130,0.992,10,5,15,59.8702,30.4377,60.0079,30.2947,17.251,20.170,20.066
65,50,1.083,0.584,8,7,15,59.8347,30.5117,59.9478,30.3535,15.358,17.177,17.428
57,33,1.001,0.604,9,6,15,59.8328,30.1379,59.9339,30.3095,14.766,17.726,17.482
35,12,1.290,1.140,8,8,16,59.7232,30.4084,59.9936,30.4346,30.109,44.007,43.254
44,22,1.228,1.075,9,4,13,59.8613,30.3156,59.8423,30.2525,4.107,5.671,5.616
31,8,1.167,1.182,9,6,15,59.8587,30.3709,60.0145,30.3216,17.541,19.290,19.427
24,3,0.561,1.476,16,10,2,60.1445,30.2129,60.0699,30.3944,13.032,18.923,17.625
68,36,1.214,0.627,10,12,22,59.8450,30.2594,59.8982,30.5134,15.365,26.410,25.826
23,2,0.333,1.828,9,6,15,59.9112,30.4599,60.0260,30.3247,14.814,18.218,20.016
80,39,1.344,1.023,8,8,16,59.8420,30.3944,59.9673,30.3196,14.540,17.495,17.248
44,15,1.883,1.118,9,7,16,59.8268,30.1626,59.8686,30.2632,7.287,9.087,9.002
73,35,1.264,0.756,7,8,15,59.8271,30.2003,59.9016,30.6845,28.273,36.076,36.345
55,29,1.056,0.842,7,9,16,59.9470,30.2251,59.8531,30.0318,15.007,36.031,36.348
25,4,0.889,1.925,8,8,16,59.9499,30.4974,59.8353,30.3534,15.064,26.743,27.341
30,8,0.968,1.088,10,11,21,59.8329,30.1711,59.9336,30.3576,15.281,16.863,18.143
22,2,0.595,2.161,9,10,19,59.7416,30.5741,59.8560,30.3971,16.120,19.136,19.517
43,21,1.148,0.695,10,6,16,59.8578,30.1882,59.9859,30.3477,16.784,20.367,20.504
21,2,0.612,1.762,10,6,16,59.9933,30.6487,59.9731,30.3317,17.779,28.610,25.623
65,31,1.029,0.764,9,8,17,60.0072,30.2279,60.0003,30.3304,5.754,6.490,6.683
23,2,0.681,1.689,9,7,16,59.8278,30.4022,59.9586,30.3017,15.591,17.829,18.400
29,6,0.636,1.207,9,5,14,59.7417,30.5638,59.9764,30.4351,27.067,38.669,39.806
50,25,1.298,0.898,8,8,16,60.0419,30.4253,60.0173,30.3152,6.702,9.142,9.132
46,21,1.735,0.943,7,9,16,60.0125,30.2496,59.8773,29.9242,23.541,67.335,66.730
37,15,1.201,1.347,9,7,16,60.0156,30.4144,59.9089,30.2935,13.644,16.726,17.034
32,9,1.381,0.930,10,9,19,59.8279,30.2238,59.8979,30.4169,13.295,20.265,25.663
33,10,0.892,1.126,9,9,18,59.8679,30.4126,59.8316,30.1524,15.082,20.868,16.973
32,9,0.918,1.521,8,7,15,59.8827,30.4693,59.9364,30.2528,13.463,16.255,16.526
43,25,1.505,0.647,7,9,16,59.8587,30.3776,59.5699,30.1285,35.021,40.273,40.546
29,8,0.981,1.382,9,5,14,59.9021,30.4800,59.9216,30.3070,9.886,12.777,12.977
42,14,1.003,0.970,9,8,17,59.8806,30.4583,60.0064,30.4456,14.000,23.209,23.315
55,31,1.121,0.519,8,8,16,60.0576,30.3191,59.9306,30.2560,14.549,18.260,17.830
63,28,1.456,0.910,9,12,21,59.8369,30.5162,60.0162,30.3334,22.395,33.500,33.128
39,15,1.548,1.274,8,7,15,59.8419,30.1300,59.9339,30.3439,15.710,18.900,18.260
35,13,1.295,1.136,9,9,18,60.0404,30.3281,59.8708,30.3397,18.873,21.280,20.447
33,10,1.253,1.030,10,10,20,60.0411,30.3384,59.9419,30.2753,11.575,14.576,14.051
26,4,0.922,1.456,11,4,15,59.9882,29.7929,60.0057,30.2622,26.170,40.981,42.216
30,7,1.294,1.155,9,9,18,59.8685,30.3647,60.0095,30.3267,15.824,17.499,17.881
35,12,1.552,1.014,11,7,18,60.0553,30.4650,59.9315,30.2965,16.648,20.238,21.071
35,11,1.259,1.200,8,8,16,60.0731,30.3279,59.9383,30.3538,15.063,17.160,16.677
42,17,1.307,0.909,9,5,14,59.8948,30.4853,59.9894,30.3355,13.429,15.909,15.924
65,32,1.185,0.999,9,8,17,59.9303,30.4661,59.9261,30.2536,11.847,15.372,15.890
67,35,1.258,0.872,11,5,16,59.8284,30.1499,59.9239,30.3114,13.929,16.085,16.187
41,18,0.688,0.849,9,5,14,59.8423,30.3959,59.7834,30.6301,14.641,20.543,20.903
37,16,1.264,1.332,10,8,18,60.0237,30.2951,59.8643,30.4080,18.804,22.877,22.330
60,39,1.521,0.920,10,8,18,60.0050,30.2207,59.9319,30.3147,9.666,14.365,14.199
46,25,1.472,1.075,11,8,19,60.0255,30.2256,60.0677,30.3368,7.763,12.642,12.011
38,19,1.436,1.031,8,7,15,59.8037,30.3770,59.9367,30.2729,15.885,22.837,22.814
29,6,0.875,1.161,7,7,14,59.8320,30.3953,59.9412,30.2777,13.802,16.596,16.955
69,33,0.783,0.749,13,6,19,59.8057,30.3778,59.9400,30.2633,16.241,24.261,23.983
37,17,1.631,0.633,9,7,16,59.8734,30.4692,59.9321,30.2970,11.611,14.619,14.424
44,25,1.110,1.010,7,6,13,59.9728,30.3874,59.8639,30.3334,12.471,14.468,14.433
68,46,1.022,0.414,9,9,18,59.9243,30.4234,60.0398,30.3227,14.013,16.758,16.574
62,26,0.894,1.172,9,11,20,59.9973,30.2063,59.8965,30.4175,16.247,20.003,20.824
42,16,0.907,0.878,8,10,18,59.8535,30.4710,59.9494,30.3980,11.412,13.197,12.503
33,11,1.132,1.019,8,11,19,59.8709,30.3606,60.0150,30.3930,16.118,18.979,19.365
18,0,0.596,2.201,13,7,20,59.9834,30.2195,59.8973,30.4197,14.698,18.947,19.964
39,17,1.170,0.633,8,10,18,59.8491,30.2787,59.5645,30.1355,32.655,37.956,37.893
22,2,0.750,2.746,9,11,20,59.9546,30.3010,59.8491,30.3250,11.801,13.360,13.269
41,14,1.336,1.025,9,6,15,59.8266,30.1632,59.9666,30.3153,17.734,21.159,21.335
29,7,0.946,1.145,9,8,17,59.9381,30.4689,59.9451,30.3037,9.233,10.674,12.174
21,2,0.899,2.499,8,8,16,59.8936,30.4908,59.9390,30.2864,12.461,14.938,15.266
